id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10832295,Charming Family Friendly NOPA Flat,1745806,Andrew,?,Haight Ashbury,37.77280943,-122.4520424,Entire home/apt,450,5,2,6/27/2016,2,1,19
1919372,Jewel Box Studio in Hip NoPa,7361314,Art,?,Haight Ashbury,37.77570009,-122.4384717,Entire home/apt,175,1,141,6/30/2016,4.53,1,280
2066868,Peaceful Apartment in the Panhandle,5637635,Eileen,?,Haight Ashbury,37.7733949,-122.4459532,Entire home/apt,250,2,0,,,1,0
7178670,Massive Private Room and Bath,6891075,Ryan,?,Haight Ashbury,37.77564051,-122.4410989,Private room,159,1,72,6/26/2016,7.69,2,320
362965,"""Top Shelf Living"" - Bedroom 2",16866,Nicholas,?,Haight Ashbury,37.77453602,-122.4508333,Private room,77,7,23,9/11/2013,0.44,2,181
5589500,"Top of the World, Rooftop Studio",28566498,Kathy,?,Haight Ashbury,37.77131493,-122.4397638,Entire home/apt,175,3,13,3/5/2016,0.89,1,8
3951141,2 Bedroom w Views in Ashbury Hgts!,3364675,Alicia,?,Haight Ashbury,37.76447211,-122.4450852,Entire home/apt,350,2,6,1/13/2016,0.28,1,361
11070558,Charming Victorian in NoPA,50336547,Ro,?,Haight Ashbury,37.77412707,-122.4423995,Entire home/apt,190,2,5,6/8/2016,1.2,1,263
12339778,"Serene NoPA, Golden Gate Park Apt.",43504,Amar,?,Haight Ashbury,37.77517671,-122.4475751,Entire home/apt,200,7,0,,,1,10
10734171,Beautiful Modern 2BR/2BA in NOPA,5037151,David,?,Haight Ashbury,37.77415135,-122.4382033,Entire home/apt,400,3,0,,,1,0
7968117,Sunny Cole Valley Room,285165,Scott,?,Haight Ashbury,37.76476458,-122.4477102,Private room,60,3,6,4/4/2016,0.58,1,0
4623011,Former B&B in the heart of S.F.,23942099,Robert & Michael,?,Haight Ashbury,37.76250699,-122.4480305,Private room,125,2,7,6/17/2016,0.6,5,354
13034194,Private Room Near GGP/USF/Haight,46041213,Matthew,?,Haight Ashbury,37.77495497,-122.4454781,Private room,80,1,2,6/16/2016,2,1,228
21914,A Friendly Hotel Apartment Style,21994,Aaron,?,Haight Ashbury,37.7648003,-122.4525132,Private room,65,7,11,5/22/2016,0.19,7,351
11012894,"Bright and updated. Haight Ashbury ""H""",57147707,Philip,?,Haight Ashbury,37.77477285,-122.4455297,Private room,79,1,5,5/23/2016,1.58,4,323
8629384,"Cozy, affordable room in Victorian",28649548,Brian,?,Haight Ashbury,37.77107516,-122.4444108,Private room,105,2,3,11/15/2015,0.33,1,0
11012922,"Spacious room by Haight Ashbury ""G""",57147707,Philip,?,Haight Ashbury,37.77514155,-122.4464645,Private room,79,1,2,5/22/2016,0.81,4,323
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,?,Haight Ashbury,37.76892288,-122.4461472,Entire home/apt,230,30,105,9/29/2015,1.99,2,323
1721354,Flat & Garden in Historic Victorian,619278,Andrew,?,Haight Ashbury,37.76813384,-122.4462902,Entire home/apt,389,2,7,1/3/2016,0.31,1,11
13746665,Fabulous SF House in historic Haight Ashbury,2715809,Gregory,?,Haight Ashbury,37.76337706,-122.4451433,Entire home/apt,600,5,0,,,1,28
166771,DOWNEY STREET - Victorian Flat,794467,Patti,?,Haight Ashbury,37.76827235,-122.4467843,Entire home/apt,195,3,128,6/29/2016,2.16,1,229
592799,Haight/Ashbury 2-br Victorian flat,2343533,Gabriele,?,Haight Ashbury,37.7701273,-122.4500788,Entire home/apt,111,7,3,5/21/2016,0.07,1,1
7310267,Sunny Quiet Condo Close to GG Park,7852896,Josh And Susan,?,Haight Ashbury,37.77365933,-122.4468212,Entire home/apt,389,2,7,11/2/2015,0.62,1,0
13099510,Parkside Room - NoPa,37960472,Casey,?,Haight Ashbury,37.77423153,-122.453775,Private room,93,2,1,6/26/2016,1,1,36
6884320,Charming 1-BR Victorian,35673371,Laura,?,Haight Ashbury,37.76801579,-122.450138,Entire home/apt,155,2,17,5/23/2016,1.35,1,182
11013127,"Great location Muni is downstairs ""D""",57149589,Mingan,?,Haight Ashbury,37.77536901,-122.444723,Private room,79,1,2,6/14/2016,1.4,4,321
10783862,Spacious and renovated one bedroom,3586440,Max,?,Haight Ashbury,37.77011471,-122.4376433,Entire home/apt,375,1,0,,,1,304
5849626,Large modern private studio in NOPA,7221947,Tiffany,?,Haight Ashbury,37.77451758,-122.4449008,Entire home/apt,265,3,57,6/27/2016,4.38,1,56
1936618,big 2 bed 1.5 ba w private patio,7110431,Alex,?,Haight Ashbury,37.77545529,-122.4394561,Entire home/apt,399,2,4,7/29/2015,0.16,1,1
4738295,Cole Valley Room with Queen Bed,16435443,Gunter,?,Haight Ashbury,37.76645312,-122.4510885,Private room,100,1,5,6/27/2016,2.59,1,333
691446,SPACIOUS & LUXURIOUS 2-LEVEL CONDO,3534641,Jacques,?,Haight Ashbury,37.77396783,-122.4461594,Entire home/apt,650,3,61,6/13/2016,1.73,1,293
658687,Stunning Centrally Located 4bdr Hse,3322015,Craig,?,Haight Ashbury,37.76633063,-122.448758,Entire home/apt,525,5,20,6/19/2016,0.54,2,203
10833180,Cole Valley Ultra-Modern 1 BR,355598,Daniel,?,Haight Ashbury,37.76684433,-122.4494252,Entire home/apt,400,1,0,,,1,0
9473338,A Cole Valley cubby,49098311,Jill,?,Haight Ashbury,37.7672171,-122.4501084,Private room,60,1,27,6/30/2016,5.26,1,195
2559297,Entire 2BR w/pkg centrally-located!,12707660,Rob,?,Haight Ashbury,37.77506722,-122.4409392,Entire home/apt,235,1,22,5/21/2016,0.81,2,365
7327090,Sunny 2 bedroom close to Panhandle,5326462,Meg,?,Haight Ashbury,37.7744524,-122.4500885,Entire home/apt,350,2,2,9/18/2015,0.19,1,301
4886010,Bright private room with bathroom,2994563,Joanna,?,Haight Ashbury,37.77017821,-122.4505405,Private room,145,1,0,,,1,0
1743201,Comfy King in a restored Edwardian,9177164,Beth,?,Haight Ashbury,37.77397227,-122.4422614,Private room,100,2,14,5/1/2016,1.24,4,314
13745138,"Beautiful, spacious Alamo Square/NoPa apartment",10077108,Kevin,?,Haight Ashbury,37.77249152,-122.4385019,Private room,110,2,0,,,1,35
5927579,Private Room in Sunny Victorian ,16548239,Mike,?,Haight Ashbury,37.76207978,-122.4498652,Private room,125,1,0,,,3,0
2166428,Sunny 1BR Apt in Haight-Ashbury,10934623,Tisa,?,Haight Ashbury,37.7668757,-122.4464571,Entire home/apt,198,2,86,6/17/2016,2.9,2,299
6704875,"USF, Panhandle 2 Bedroom One Bath",3503605,Joe,?,Haight Ashbury,37.77324817,-122.4469553,Entire home/apt,289,5,3,6/15/2016,0.44,2,324
8584491,Quiet Room with View - Duboce Park,2559337,Brian,?,Haight Ashbury,37.76907742,-122.4366434,Private room,125,3,1,3/4/2016,0.25,1,159
24685,Castro/Haight San Francisco,100567,Alison,?,Haight Ashbury,37.7716176,-122.438362,Private room,79,1,103,6/19/2016,1.42,1,308
8473252,NOPA-Alamo Square Spot,482426,Mark,?,Haight Ashbury,37.77432895,-122.4389409,Private room,200,5,0,,,1,0
8688192,</div>&lt;,45617924,Tronst,?,Haight Ashbury,37.77487157,-122.4474165,Private room,100,1,0,,,1,365
955071,In The Heart of Haight/Ashbury #1,4677165,Ashirvadam,?,Haight Ashbury,37.77032517,-122.4491012,Private room,69,1,148,6/19/2016,3.76,6,298
3068909,Page Street Retreat,13112056,Fiona,?,Haight Ashbury,37.76994377,-122.4488918,Entire home/apt,255,4,89,5/20/2016,3.5,1,4
11015221,Haight/Ashbury Victorian era apt.,7827834,Amy,?,Haight Ashbury,37.76938762,-122.4473268,Entire home/apt,650,1,0,,,1,0
10721140,Classic SF apartment in city center,13038945,Sam,?,Haight Ashbury,37.77013424,-122.4375709,Entire home/apt,1100,1,0,,,1,0
3945201,NOPA/HAIGHT Family Friendly!,10345232,Allyson,?,Haight Ashbury,37.77290647,-122.4463718,Entire home/apt,200,2,12,5/21/2016,0.61,1,232
12655589,"Brand new, modern studio",1530424,Alex,?,Haight Ashbury,37.77136766,-122.4384098,Entire home/apt,149,30,1,5/7/2016,0.53,1,0
459806,Cozy 1BR apt near Golden Gate Park,2286112,Joe,?,Haight Ashbury,37.76457288,-122.4505395,Entire home/apt,190,4,25,6/25/2016,0.51,1,33
265925,"Your Own Private, Cozy Room in Flat",1131370,Gina,?,Haight Ashbury,37.77278072,-122.4471871,Private room,50,1,38,6/30/2016,0.93,3,280
11015860,"Great location by USF/stores ""Y""",57162650,Cora,?,Haight Ashbury,37.77529761,-122.4455724,Private room,79,1,2,5/24/2016,1.07,5,359
12965538,Cole Valley Apartment,5181513,Caitlin,?,Haight Ashbury,37.76684218,-122.4472548,Private room,85,5,2,6/1/2016,1.18,1,0
857657,The Heart of SF: Haight St. Chalet,1503851,Matthew,?,Haight Ashbury,37.76998467,-122.4515408,Entire home/apt,195,2,16,8/10/2015,0.39,1,319
5117430,Stay on Corner of Haight & Ashbury,5850811,Loni,?,Haight Ashbury,37.76988271,-122.4477764,Private room,164,1,0,,,1,0
3757966,Cozy Quiet Gorgeous Cole Valley Apt,17088398,Margaret,?,Haight Ashbury,37.76334407,-122.4502753,Entire home/apt,200,2,11,12/14/2014,0.48,1,304
3053443,Quaint Queen Bedroom in beautiful Edwardian,9177164,Beth,?,Haight Ashbury,37.7755137,-122.4443163,Private room,95,2,0,,,4,122
13505984,Beautiful Edwardian 4 bedroom in NOPA,2697799,Fabian,?,Haight Ashbury,37.77483284,-122.4428735,Entire home/apt,525,2,1,6/28/2016,1,1,26
6591918,Updated Edwardian 2bd. Location!,8877544,Jonathan,?,Haight Ashbury,37.7729495,-122.4469691,Entire home/apt,389,3,1,2/26/2016,0.23,1,0
8164773,Haight Studio,43094128,Humaira,?,Haight Ashbury,37.77015668,-122.4480749,Entire home/apt,190,3,3,12/29/2015,0.37,1,193
9340256,Lovely Victorian Two Room Suite,48476780,Jody And Andy,?,Haight Ashbury,37.77601666,-122.4405286,Entire home/apt,195,1,49,6/24/2016,6.39,1,72
379349,Best location in San Francisco,1901233,Miriam,?,Haight Ashbury,37.76648139,-122.4454205,Private room,125,3,114,6/29/2016,2.32,1,303
11015529,"Muni and Sbux Spacious room ""A""",57149589,Mingan,?,Haight Ashbury,37.77484219,-122.4450023,Private room,79,1,1,6/17/2016,1,4,317
13276250,NoPA - Master Bed in Home | TV | Parking | Yard,70400368,Leslie,?,Haight Ashbury,37.77489593,-122.4392424,Private room,95,1,1,6/18/2016,1,4,54
791573,Historic Haight/Ashbury Apartment,3057214,Gavin,?,Haight Ashbury,37.77406595,-122.4428167,Private room,80,3,52,6/3/2016,1.47,1,286
4379621,Elegant apartment in Haight-Ashbury,22740583,Greg,?,Haight Ashbury,37.77000007,-122.4481368,Entire home/apt,211,2,56,5/23/2016,2.93,1,289
12309468,Charming sf studio,66380691,Ashley,?,Haight Ashbury,37.7702367,-122.4520824,Entire home/apt,250,1,0,,,1,365
4966389,Beautiful 2 Bbdm Victorian Flat,1399188,Tana,?,Haight Ashbury,37.7738563,-122.4466741,Entire home/apt,225,5,2,8/23/2015,0.17,1,36
9737176,"Lovely, big room in Haight&Ashbury",15352505,Alexander,?,Haight Ashbury,37.77013326,-122.4444657,Private room,79,30,1,6/20/2016,1,2,0
126046,SF Victorian With Skyline Views ,625762,Ryan And Lindsea,?,Haight Ashbury,37.76813476,-122.444936,Entire home/apt,221,30,74,9/18/2015,1.27,2,302
3272181,Quiet condo in NOPA neighborhood,16545232,Bryan,?,Haight Ashbury,37.77497861,-122.4486504,Entire home/apt,250,7,0,,,1,0
226594,Beautiful Cole Valley/Haight Flat.,1191853,Steve,?,Haight Ashbury,37.76968017,-122.4519325,Private room,100,1,22,5/10/2016,0.38,1,340
7901865,Spacious Cole Valley family home,41665252,Hayley,?,Haight Ashbury,37.76487913,-122.4480452,Entire home/apt,575,2,0,,,1,5
9678100,Charming San Francisco Home,50002350,Monique,?,Haight Ashbury,37.77397828,-122.4443227,Entire home/apt,200,7,0,,,1,0
5807320,Charming one bedroom,24883822,Christine,?,Haight Ashbury,37.77403331,-122.4446478,Entire home/apt,140,1,26,5/18/2016,1.8,1,245
1945508,"Gorgeous, bright, NOPA flat, views",3800640,Julie,?,Haight Ashbury,37.7690727,-122.4375496,Private room,150,3,23,6/19/2016,1.03,1,337
1053945,Victorian Garden / City Living,5803665,Jacqui,?,Haight Ashbury,37.77060059,-122.4507446,Entire home/apt,150,3,102,6/26/2016,2.67,1,269
9877717,Immaculate and Bright Edwardian,2463835,Ryan,?,Haight Ashbury,37.7744803,-122.4490195,Entire home/apt,195,1,15,6/22/2016,4.25,1,343
1561827,Charming Garden Unit - NOPA,2209484,Britt,?,Haight Ashbury,37.77368,-122.4398828,Entire home/apt,156,3,3,12/16/2013,0.09,1,182
1954963,Charming Victorian studio in Nopa,6411847,Marijke,?,Haight Ashbury,37.77607684,-122.4409622,Entire home/apt,150,3,68,6/29/2016,2.37,1,244
7361644,"Grand Haight 4BR Victorian, Parking",38201935,Joe,?,Haight Ashbury,37.7691761,-122.4445859,Entire home/apt,599,1,35,6/15/2016,3.44,1,218
7502595,Beautiful room in Haight Victorian,10487703,Siraj,?,Haight Ashbury,37.77159191,-122.4456651,Private room,200,1,0,,,1,0
348714,Elegant Queen Ann Victorian Studio,78610,George,?,Haight Ashbury,37.77306533,-122.4429333,Entire home/apt,190,3,205,6/23/2016,3.99,1,88
1259611,Charming Studio in Haight Ashbury,1352817,Margo,?,Haight Ashbury,37.77076477,-122.4393501,Entire home/apt,190,3,75,6/10/2016,2.16,1,304
2026910,Sweet Edwardian NOPA 3Bd w/Views,7096906,Bree,?,Haight Ashbury,37.77399815,-122.4530911,Entire home/apt,500,29,69,12/31/2015,2.34,1,11
70185,Classic Victorian in Ideal Location,349322,Jaime,?,Haight Ashbury,37.7662949,-122.4474439,Entire home/apt,200,2,25,6/22/2016,0.41,1,340
1206233,In the Heart of Haight/Ashbury # 5,4677165,Ashirvadam,?,Haight Ashbury,37.77027554,-122.4475732,Private room,79,1,164,6/26/2016,4.48,6,305
1499843,Bedroom in stylish NOPA flat,3695323,Ruth,?,Haight Ashbury,37.7759454,-122.4397117,Private room,185,1,6,10/12/2015,0.27,2,353
2738331,1 bdrm Haight Ashbury apt w/ garden,14011603,Flip,?,Haight Ashbury,37.76917574,-122.4500037,Entire home/apt,179,3,57,6/17/2016,2.4,1,313
1480015,Vintage Modern Victorian Apartment,7919343,Ben,?,Haight Ashbury,37.76785076,-122.4490233,Entire home/apt,265,3,48,6/18/2016,1.55,1,257
798222,Room in sunny home with porch!,50823,Emily,?,Haight Ashbury,37.77061205,-122.4525008,Private room,159,7,27,8/16/2014,0.63,1,145
6837076,Charming 2BR APT in Ashbury Heights,8970891,James,?,Haight Ashbury,37.76507578,-122.4445837,Entire home/apt,250,2,20,5/28/2016,1.91,1,301
1336798,4 BR Victorian-1 blk from Shopping!,7249327,Judith,?,Haight Ashbury,37.77128369,-122.4482286,Entire home/apt,400,3,63,6/19/2016,1.76,1,301
3133434,Modern Cole Valley Victorian Home,837274,Jay And Tina,?,Haight Ashbury,37.76855574,-122.4486061,Entire home/apt,1250,5,18,6/10/2016,0.8,2,311
1633881,Exclusive Loft in Victorian House,484257,Jean-Michel,?,Haight Ashbury,37.77067224,-122.4518165,Entire home/apt,300,4,8,1/1/2016,0.24,2,214
9736596,"Homey, bright apt in Haight&Ashbury",15352505,Alexander,?,Haight Ashbury,37.77154502,-122.443838,Entire home/apt,139,14,0,,,2,0
4477314,Classic 3 Br Victorian Appt in NOPA,2040336,Toby,?,Haight Ashbury,37.77413425,-122.4436263,Entire home/apt,350,2,13,3/29/2016,0.7,1,143
7180644,700sqft Studio Deck Private Entranc,12575154,Stefanie,?,Haight Ashbury,37.76100332,-122.4475612,Entire home/apt,169,3,2,1/15/2016,0.28,1,0
10801460,2 BR/1 B Perfect for Super Bowl 50!,3812152,Erica,?,Haight Ashbury,37.77169196,-122.4399261,Entire home/apt,800,2,0,,,2,0
8842631,"Spacious, Affordable Private Room",27896007,Aaron,?,Haight Ashbury,37.77037724,-122.4458176,Private room,90,2,0,,,1,325
11555105,Cozy 1 BDR 1 BTH in Haight Ashbury,61015848,Georgia,?,Haight Ashbury,37.77031143,-122.4508312,Entire home/apt,175,1,0,,,1,0
11735293,Beautiful renovated SF Victorian,1543040,Soledad,?,Haight Ashbury,37.77226116,-122.4401527,Entire home/apt,900,5,1,6/29/2016,1,1,97
8933606,Haight/Castro + Big Deck with View,370518,Brent,?,Haight Ashbury,37.77052401,-122.4380861,Private room,89,2,20,6/13/2016,2.52,2,1
13045237,Beautiful room in upper Haight SF,72176145,Munique,?,Haight Ashbury,37.76757793,-122.4457361,Private room,89,5,1,5/20/2016,0.68,1,297
11868921,Cozy Room in amazing Alamo Square,50791910,Jon,?,Haight Ashbury,37.77431549,-122.440244,Private room,65,6,1,4/30/2016,0.47,1,213
3721167,Top Floor 2 BD Flat San Francisco,1433350,Virginia,?,Haight Ashbury,37.76637565,-122.4501547,Entire home/apt,375,5,1,8/26/2014,0.04,1,292
6328186,Welcome to The Jungalow,665101,Bola,?,Haight Ashbury,37.77386103,-122.4439647,Private room,350,30,6,9/17/2015,0.44,1,363
12041,Sunny/Sunset view room,21994,Aaron,?,Haight Ashbury,37.77018946,-122.4459422,Private room,89,7,4,7/2/2015,0.07,7,365
13298437,Room available between Nopa and Haight/Ashbury!!!,3812152,Erica,?,Haight Ashbury,37.7729341,-122.4393513,Private room,60,1,3,6/27/2016,3,2,0
1280637,Fabulous Designer Cole Valley Flat,1501937,Thorina,?,Haight Ashbury,37.76517668,-122.4493723,Entire home/apt,350,2,5,5/15/2015,0.14,1,182
5850735,Cole Valley Dream,30378405,Sofia,?,Haight Ashbury,37.7696885,-122.4494309,Entire home/apt,380,2,4,2/10/2016,0.34,1,74
8470531,Designer 2 BR - 2 BTH at GG Park,22687150,Adam,?,Haight Ashbury,37.76861915,-122.4516671,Entire home/apt,300,3,2,6/9/2016,0.87,2,43
10829845,1 Room Garden Apartment in Haight,15866729,Dylan,?,Haight Ashbury,37.77050925,-122.4508495,Private room,174,1,0,,,1,0
6451098,3 rooms in ex-b&b in the â¤ï¸ of S.F.,23942099,Robert & Michael,?,Haight Ashbury,37.76090479,-122.4467282,Entire home/apt,350,2,3,7/28/2015,0.24,5,350
6783618,"Beautiful Spot, BBQ patio & parking",5173902,Ryan,?,Haight Ashbury,37.77482239,-122.4441687,Private room,100,14,0,,,1,0
3731481,"Big apt, amazing views, huge deck!",2458666,Alex,?,Haight Ashbury,37.76887474,-122.4523251,Entire home/apt,425,2,5,1/14/2016,0.22,1,37
3240016,Great Duboce Park Garden Apartment,13973946,Sandra,?,Haight Ashbury,37.76947242,-122.4377042,Entire home/apt,155,30,145,5/20/2016,5.89,2,317
4321720,Modern room with view of Alamo Sq,7628795,Michael And Novita,?,Haight Ashbury,37.77469241,-122.4395633,Private room,165,2,40,6/26/2016,1.92,2,81
1864121,Beautiful& Warm Apt + Amazing View,9720765,Faye,?,Haight Ashbury,37.7697872,-122.4387895,Entire home/apt,320,1,61,6/27/2016,1.88,1,324
4993804,Beautifully 1880's Victorian,4195316,Greg,?,Haight Ashbury,37.7759118,-122.4387732,Entire home/apt,775,3,21,6/23/2016,1.3,2,294
13284114,NoPa Charming Escape,74317034,Stephanie,?,Haight Ashbury,37.77401127,-122.4389705,Private room,119,1,1,6/21/2016,1,1,365
10187751,4bd 2ba Condo in Haight Ashbury,44937902,Kevin,?,Haight Ashbury,37.77002348,-122.4483941,Entire home/apt,500,999,4,6/26/2016,0.65,1,40
5960738,Historic Sunny Cole Valley Flat,27513654,Steve,?,Haight Ashbury,37.76620171,-122.4525133,Entire home/apt,480,2,4,6/7/2016,0.29,1,178
3454059,HackerHome - Haight: bunk 1,43806,Vic,?,Haight Ashbury,37.77107347,-122.4374558,Shared room,40,30,13,12/1/2015,0.6,24,316
930955,Large central 3BR/2BA with parking,5014272,Luke And Sue,?,Haight Ashbury,37.7609721,-122.4483689,Entire home/apt,500,30,94,5/31/2016,2.31,1,294
8762652,Sunny room in the Panhandle,7884943,Elise,?,Haight Ashbury,37.77152654,-122.4400572,Private room,90,1,1,10/12/2015,0.11,1,0
571042,Darling View Artist's Cottage in SF,1550529,Shannon,?,Haight Ashbury,37.76810141,-122.4397246,Entire home/apt,300,3,4,10/17/2012,0.09,1,177
332781,Lovely Private Space in Music Room ,1131370,Gina,?,Haight Ashbury,37.77428057,-122.4473595,Private room,69,1,39,5/23/2016,1.09,3,39
6748152,"Charming, sunny room!",4870160,Zach,?,Haight Ashbury,37.77269241,-122.4398718,Private room,84,1,0,,,1,0
10700645,Stunning 3BR 2BA w/ parking & deck,12965916,Israel,?,Haight Ashbury,37.76948204,-122.4465096,Entire home/apt,420,3,15,6/29/2016,4.37,1,12
10126716,4 bedroom Edwardian flat in NOPA!,9177164,Beth,?,Haight Ashbury,37.77507593,-122.4439758,Entire home/apt,435,3,7,6/16/2016,1.43,4,32
379255,Beautiful 4-bdrm in San Francisco,1904628,Clare,?,Haight Ashbury,37.76587674,-122.4428136,Entire home/apt,750,6,3,9/1/2013,0.06,1,204
3488136,A window into Nopa and Alamo Square,1816365,Husain,?,Haight Ashbury,37.77451672,-122.4409693,Entire home/apt,230,30,30,3/19/2016,1.37,1,363
12057024,Classic San Francisco Flat,6605304,Gary,?,Haight Ashbury,37.76252793,-122.4488457,Entire home/apt,290,7,4,6/14/2016,2.5,1,303
6289857,Former b&b in the heart of S.F.,23942099,Robert & Michael,?,Haight Ashbury,37.76081178,-122.4471165,Private room,125,2,18,6/17/2016,1.3,5,356
2046552,Perfect Large/Multi-Family Getaway,10491767,Tom,?,Haight Ashbury,37.7691335,-122.4456034,Entire home/apt,395,3,29,6/18/2016,1.57,1,0
10041968,Classic Cole Valley Bedroom,5223683,Shaya,?,Haight Ashbury,37.76701604,-122.4498371,Private room,80,4,0,,,2,0
8993455,"Bright 1 Bedroom Apt, Alamo Square",7247058,Christopher,?,Haight Ashbury,37.77486466,-122.438226,Entire home/apt,199,3,17,6/25/2016,2.31,1,52
6290098,Apt. in ex-b&b in the â¤ï¸ of S.F.,23942099,Robert & Michael,?,Haight Ashbury,37.76219111,-122.4483494,Entire home/apt,300,2,20,5/16/2016,1.45,5,312
9681616,Cole Valley Vista- Live the city!,49932409,Sharon,?,Haight Ashbury,37.76655425,-122.4489661,Entire home/apt,500,3,4,6/18/2016,0.71,1,342
10802306,Bright and Spacious 2 Bedroom,9018490,Mara,?,Haight Ashbury,37.7670606,-122.4483916,Entire home/apt,499,2,1,4/4/2016,0.33,1,238
1768239,Stunning Views2 near Haight&Castro!,3685746,Deb & Greg,?,Haight Ashbury,37.76357224,-122.4458117,Entire home/apt,160,30,31,8/17/2015,0.94,2,335
10058568,Central San Francisco luxury,31021771,Ryan,?,Haight Ashbury,37.76719266,-122.448238,Entire home/apt,280,30,2,5/17/2016,0.75,1,189
1555316,Quiet Condo at Golden Gate Park,6296377,John,?,Haight Ashbury,37.77472552,-122.449774,Entire home/apt,225,3,4,12/18/2014,0.18,1,254
